conceptUri,preferredLabel,description
http://data.europa.eu/esco/skill/bcdfc41b-1fca-43ee-b07b-2b574dae763d,classify library materials,"Classify, code and catalogue books, publications, audio-visual documents and other library materials based on subject matter or library classification standards."
http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0,cloud technologies,"The technologies which enable access to hardware, software, data and services through remote servers and software networks irrespective of their location and architecture."
http://data.europa.eu/esco/skill/bd17a64e-a9bd-439d-9b87-01c6bb1b7e09,maintain records of work with service users,"Maintain accurate, concise, up-to-date and timely records of the work with service users while complying with legislation and policies related to privacy and security."
http://data.europa.eu/esco/skill/bdafc87b-c8a3-4e2a-914d-d3a96b2d98cc,follow industry codes of practice for aviation safety,"Follows industry codes of practice relating to aviation safety. Follow guidance material to adhere to the requirements of the International Civil Aviation Organization’s Standards (ICAO), other aviation safety requirements, and the identified best practices."
http://data.europa.eu/esco/skill/bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23,process payments,"Accept payments such as cash, credit cards and debit cards. Handle reimbursement in case of returns or administer vouchers and marketing instruments such as bonus cards or membership cards. Pay attention to safety and the protection of personal data."
http://data.europa.eu/esco/skill/be0ff6d8-5e61-4021-9c89-e40cf0b75cc6,measure software usability,Check the convenience of the software product for the end user. Identify user problems and make adjustments to improve usability practice. Collect input data on how users evaluate software products.
http://data.europa.eu/esco/skill/be149bed-a789-48ee-832b-620ccf776af9,Frostbite (digital game creation systems),"The game engine Frostbite which is a software framework that consists of integrated development environments and specialised design tools, designed for the rapid iteration of user-derived computer games."
http://data.europa.eu/esco/skill/be20d05c-f6b4-4580-9fcf-f00f4baab562,make data-driven decisions,Collect data such as Key Performance Indicators (KPIs) for an organisation and use the information to formulate actions and strategies.
http://data.europa.eu/esco/skill/be64bb4c-84ac-4c83-8cc7-fc8593e15136,test system accessibility for users with special needs,Examine whether software interface complies with standards and regulations so that the system can be used by people with special needs.
http://data.europa.eu/esco/skill/be6eac29-bb46-492d-a511-2438fca420bd,horticultural design,"Design of horticultural areas taking into account factors, such as climate and microclimates, topography and orientation, site drainage and groundwater recharge, municipal and resource building codes, soils and irrigation, human and vehicular access and circulation, etc."
http://data.europa.eu/esco/skill/be727774-46d7-43d7-aee9-1a51b5cd8c71,carry out statistical forecasts,"Undertake a systematic statistical examination of data representing past observed behaviour of the system to be forecast, including observations of useful predictors outside the system."
http://data.europa.eu/esco/skill/be80acfc-b6f2-4411-9b8d-b19d9cd2556a,Swift (computer programming),"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Swift."
http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9,ICT project management methodologies,"The methodologies or models for planning, managing and overseeing of ICT resources in order to meet specific goals, such methodologies are Waterfall, Incremental, V-Model, Scrum or Agile and using project management ICT tools."
http://data.europa.eu/esco/skill/bee49a2e-a6e2-48ea-8a65-defca72505dd,monitor airspace planning,Process airspace data to monitor and improve airspace planning; improve flight efficiency and reduce operational costs.
http://data.europa.eu/esco/skill/bf056c12-eaba-4f00-b5a9-c4add7f841f3,landscaping materials,"Field of information which distinguishes certain required materials, such as wood and wood chips, cement, pebbles and soil for landscaping purposes."
http://data.europa.eu/esco/skill/bf0f48cc-6cc4-4f4d-809c-13c7cfefcce6,manage aircraft support systems,"Perform data capture, process and control to manage aircraft support systems."
http://data.europa.eu/esco/skill/bf298db2-b90e-4739-85ca-9c3003103fab,manage software localisation,"Organise the transference process of a certain software from one locale to another, in order to expand the number of users, by modifying content through the use of user interface translation, while taking into consideration the properties of the future country the software will be introduced into."
http://data.europa.eu/esco/skill/bf318ffc-0b68-4915-80be-8c8b500d344c,test safety strategies,"Test policies and strategies related to risk and safety management and procedures, such as testing evacuation plans, safety equipment, and carrying out drills."
http://data.europa.eu/esco/skill/bf3e70b4-b65e-4595-81d4-e3bb846f0672,security panels,"The internal logic of the security panel, where security sensors send their data for processing. The different components of the panel, such as the wire contact points, motherboard and transformer."
http://data.europa.eu/esco/skill/bf4d884f-c848-402a-b130-69c266b04164,apply basic programming skills,List simple instructions for a computing system to solve problems or perform tasks at a basic level and with appropriate guidance where needed.
http://data.europa.eu/esco/skill/bf5d77ad-e18c-48d8-83f0-bc79c011c74a,develop professional network,Reach out to and meet up with people in a professional context. Find common ground and use your contacts for mutual benefit. Keep track of the people in your personal professional network and stay up to date on their activities.
http://data.europa.eu/esco/skill/bf6c5ed4-84af-440f-abcc-7fa5ba19c738,real-time computing,The ICT hardware and software systems which are bound to respond to input within precisely tight constraints of time.
http://data.europa.eu/esco/skill/bf7ea00f-db77-4a95-9b9f-2d12b6d9fcb4,implement ICT network diagnostic tools,"Use software tools or components that monitor ICT network parameters, such as performance and throughput, provide data and statistics, diagnose errors, failures or bottlenecks and support decision making."
http://data.europa.eu/esco/skill/bf983f2a-e941-4646-811d-cc81060cb53f,build networks,"Demonstrate the ability to build effective relationships, to develop and maintain alliances, contacts or partnerships, and to exchange information with others."
http://data.europa.eu/esco/skill/c022ff1b-7783-4e64-89ef-0422c81ff51f,design microelectromechanical systems,"Design and develop microelectromechanical systems (MEMS), such as microsensing devices. Make a model and a simulation using technical design software to assess the viability of the product and examine the physical parameters to ensure a successful production process."
http://data.europa.eu/esco/skill/c0326e27-5fa8-4dca-aecb-ed89ab491513,prepare visual data,Prepare charts and graphs in order to present data in a visual manner.
http://data.europa.eu/esco/skill/c062bab3-3ea0-4291-9220-a2d8fef4bead,SQL Server,"The computer program SQL Server is a tool for creating, updating and managing databases, developed by the software company Microsoft."
http://data.europa.eu/esco/skill/c078fd94-f51a-4aea-8ab7-286a41309edb,wide web flexographic printing press,"Methods and restrictions of printing on flexographic printing presses, which use wide width of printing, can achieve high run speeds and utilise fast drying solvents."
http://data.europa.eu/esco/skill/c0e2f74c-51f0-4020-9756-d190848cf181,integrate content into output media,"Compile and integrate media and text content into online and offline systems, such as websites, platforms, applications and social media, for publishing and distribution."
http://data.europa.eu/esco/skill/c0e61be1-be87-4774-bdef-db9f6994f3b9,link data between all inland business units,"Link data between all divisions and inland business units, such as harbour docking, ship assist and barge shifting, to inland barge transportation, towing, and launch services."
http://data.europa.eu/esco/skill/c0e82b9f-39d5-4be8-968b-655b7d330113,provide security in detention centres,"Ensuring security and to some extent intercultural communication in detention centres holding individuals for crimes, illegal immigration or refugees."
http://data.europa.eu/esco/skill/c10d0ba2-e22b-4b4f-8f6c-1b6fa8587fbc,control the opening and closing of train doors,"Control the opening and closing of train doors during stops. Ensure and enforce security measures for passengers entering and leaving the train. Ensure that equipment, train doors and controls are functioning properly."
http://data.europa.eu/esco/skill/c13fb093-5ffb-491a-b8b7-fa2d42a57e2e,implement cloud security and compliance,Implement and manage security policies and access controls on cloud. Differentiate between the roles and responsibilities within the shared responsibility model.
http://data.europa.eu/esco/skill/c1b4aa1e-bc42-49e4-952a-0cbd45f1d57b,museum databases,The tools and processes involved in working with museum databases.
http://data.europa.eu/esco/skill/c1b746ee-b72c-4ef7-b5c1-f817892938a6,develop optical test procedures,"Develop testing protocols to enable a variety of analyses of optical systems, products, and components."
http://data.europa.eu/esco/skill/c1f29568-f2bb-49d2-b6c2-28748bd1629b,manage online content,"Ensure the website content is up to date, organised, attractive and meets the target audience needs, the requirements of the company and international standards by checking the links, setting the publishing time framework and order."
http://data.europa.eu/esco/skill/c20bd66c-6576-48cf-9ffd-49e1f93c914c,stamp refractory products,Stamp products with the specified pattern or code prior to curing using handtools.
http://data.europa.eu/esco/skill/c216b67a-7462-4f6a-ba14-db02f6e91b68,compile data for navigation publications,Compile data for navigational publications; gather and process authentic and valid data.
http://data.europa.eu/esco/skill/c2296e2e-5fef-4f24-a24f-e5b3792268be,provide ICT support,"Resolve ICT-related incidents and service requests from customers, clients or colleagues including password resets and updating databases such as Microsoft Exchange email."
http://data.europa.eu/esco/skill/c2432314-940b-43a0-bb99-7abe069ddb37,analyse seismic risk,Study data acquired from seismometers and other equipment in order to detect seismic risks in specific areas of planned construction.
http://data.europa.eu/esco/skill/c281ebab-c698-495b-9916-abdb7dc78c50,follow ethical code of conduct of journalists,"Follow the ethical code of conduct of journalists, such as freedom of speech, right of reply, being objective, and other rules."
http://data.europa.eu/esco/skill/c291df22-0d6b-4cea-8feb-11c350a33081,monitor radiation levels,"Use measuring and testing equipment and techniques to identify the levels of radiation or radioactive substances in order to control exposure and minimise health, safety, and environmental risks."
http://data.europa.eu/esco/skill/c2a97099-53e9-4fba-b289-35bc025fb348,conduct airport security screening,Monitor passenger flow through the screening checkpoint and facilitate the orderly and efficient processing of passengers; inspect luggage and cargo following screening procedures.
http://data.europa.eu/esco/skill/c2cbbccf-4ffd-4626-86e7-505b39c872a0,implement spam protection,Install and configure software that supports email-users to filter messages that contain malware or that are unsolicited.
http://data.europa.eu/esco/skill/c2ce7fe9-203b-492a-961e-9698dce7de19,perform safety data analysis,Use different safety databases to perform analyses of information on actual or potential safety threats.
http://data.europa.eu/esco/skill/c2ff1e5f-77ba-4527-bd88-dc7e5d67e2b9,ensure vehicles are equipped with accessibility equipment,"Ensure that the vehicle is equipped with accessibility equipment such as passenger lift, seat belts, restraining harnesses, and wheelchair clamps or webbing straps."
http://data.europa.eu/esco/skill/c31a222b-de0b-490c-82b8-472167cb0ba5,specialised astrology software,The software that is used to gather and interpret data on the relevant positioning of celestial objects in order to deduct their influence on human life.
http://data.europa.eu/esco/skill/c330db31-7fa9-4a8c-8ad6-baa957bcfed1,install operating system,"Install the operating system (OS) or software that manages the software resources and computer hardware on a computer system. The operating system is an essential component of any computer system and mediates between the hardware, the application programs, and the end user. Famous examples of computer operating systems include Microsoft Windows, Linux, and Mac OS."
http://data.europa.eu/esco/skill/c3334a54-3d0c-4295-916f-eaacefb78b64,run test pressings,"Run a series of test pressings, testing both the stamper and the moulded disc before initiating the production process."
http://data.europa.eu/esco/skill/c380714e-536c-4b51-b138-0f5f82c6d0b3,plan the web forming techniques for non-woven,"Plan, conduct, coordinate and monitor the non-woven web forming process and assure that is carried out in a consistent manner and in accordance with specifications."
http://data.europa.eu/esco/skill/c38610b0-1165-41ec-bbf1-0d62a82a5b04,perform hydrodynamics calculations,"Perform calculations and gather technical data in order to determine the behaviour of liquids in motion. The solution to a hydrodynamic problem typically involves the calculation of various properties of the liquid, such as flow velocity, pressure, density, and temperature, as functions of space and time."
http://data.europa.eu/esco/skill/c3a03c5a-c260-4c26-9b9a-873abb396f4d,MATLAB,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in MATLAB."
http://data.europa.eu/esco/skill/c3e36d05-8ae8-447f-bb2b-6f9409f85389,deliver visual presentation of data,Create visual representations of data such as charts or diagrams for easier understanding.
http://data.europa.eu/esco/skill/c438aa25-949e-47e6-a79c-a805d774946e,write batch record documentation,"Write reports on the manufactured batches history taking into account the raw data, tests performed and compliance to Good Manufacturing Practices (GMP) of each batch of product."
http://data.europa.eu/esco/skill/c46cf6f9-8b1e-44b9-a529-f5774c9167dd,desktop publishing,The creation of documents using page layout skills on a computer. Desktop publishing software can generate layouts and produce typographic quality text and images.
http://data.europa.eu/esco/skill/c46f9312-e414-42f0-9c8b-1c1886af7b8d,CAD for footwear,The architecture and functionality of 2D and 3D computer assisted design software systems for footwear.
http://data.europa.eu/esco/skill/c489caef-57b8-4e5c-b417-4e505a9b71c9,operate games,"Acknowledge and greet all customers to the gaming tables, be fully conversant with the rules and company procedures of all games within the casino; give clear and confident commentary throughout all games and maintain the required level of table security, ensuring that any problems are brought to the attention of the table inspector; control games by pacing them accordingly with regard to ‘chip’ volume and customer and business needs; demonstrate awareness of customers and their mode of play, responding to their requests where appropriate; explain fully the rules of games to customers, recognising when customers require help and provide assistance in a positive manner."
http://data.europa.eu/esco/skill/c4b1f326-224a-420a-b8b3-814a8f13b6cb,implement front-end website design,Develop website layout and enhance user experience based on provided design concepts.
http://data.europa.eu/esco/skill/c4b626c1-e71c-44ec-9f88-042766f37fcc,application usability,"The process through which the learnability, efficiency, usefulness and ease of use of a software application can be defined and measured."
http://data.europa.eu/esco/skill/c4ba511c-dc24-44bc-8bc5-10b2d4a191fb,blockchain design patterns,"Re-usable blockchain solution approaches including non-blocking user interface design, asynchronous API design, secure synchronization , time stamping, enterprise business integration, simple assets, and assets with rules."
http://data.europa.eu/esco/skill/c4c51507-f669-4740-abf0-9bee87732185,port regulation,"The legal standards and regulations applicable to ports, based primarily on municipal laws, port laws or the Maritime Code."
http://data.europa.eu/esco/skill/c524d364-e818-44e0-800e-5963f42b07e5,support discharge from physiotherapy,"Support discharge from physiotherapy by assisting in the transition across the health care continuum, whilst ensuring that the agreed needs of the client are met appropriately and as directed by the physiotherapist."
http://data.europa.eu/esco/skill/c5320743-60f2-40dc-bc13-337cc3834892,study groundwater,"Prepare and conduct field studies in order to determine groundwater quality. Analyse and interpret maps, models and geographical data. Compose a picture of area groundwater and land contamination. File reports on issues with landfill groundwater, e.g. area pollution caused by coal combustion products."
http://data.europa.eu/esco/skill/c5422318-3218-4ce9-9bdd-f38b93ff63a3,design electromechanical systems,"Draft sketches and design electromechanical systems, products, and components using Computer Aided Design (CAD) software and equipment."
http://data.europa.eu/esco/skill/c5e8abde-d2ba-4e8e-a65e-720b71180666,unstructured data,The information that is not arranged in a pre-defined manner or does not have a pre-defined data model and is difficult to understand and find patterns in without using techniques such as data mining.
http://data.europa.eu/esco/skill/c5ed451b-ef39-47a3-aee7-8f5be0aa8431,CA Datacom/DB,"The computer program CA Datacom/DB is a tool for creating, updating and managing databases, currently developed by the software company CA Technologies."
http://data.europa.eu/esco/skill/c5efe5ad-c5e3-4bd1-9c8b-4a514940f4d6,record production data,"Keep a record of data such as name, colour and quantity of the produced goods."
http://data.europa.eu/esco/skill/c5f8613b-5546-4295-8b26-7bf977d401f0,create insurance policies,"Write a contract that includes all the necessary data, such as the insured product, the payment to be made, how often the payment is needed, the personal details of the insured and on what conditions the insurance is valid or invalid."
http://data.europa.eu/esco/skill/c65b5463-64bd-4c90-af45-2c0cca6f55ac,develop strong attitudes in sports,"Identify and understand the emotional demands, the necessary attitudes and mental skills and work with supporting team (including for example coaches, physiotherapist, nutritionist, psychologist) to implement an adapted programme to achieve the targeted highest level performance."
http://data.europa.eu/esco/skill/c66fd23d-ee40-4c0c-9279-1305bba6b59b,support witnesses,"Support witnesses before, during, and after a court hearing to ensure their sense of security, that they are prepared mentally for the trial, and to aid them in the preparation of their stories or for the lawyers' line of questioning."
http://data.europa.eu/esco/skill/c672c8e0-92f3-4018-a5e2-4a72f7109a8f,conduct chiropractic examination,"Undertake chiropractic assessment, collecting data by physical examinations and evaluating anatomic findings through the use of observation, palpation, percussion, auscultation and information derived from other relevant sources."
http://data.europa.eu/esco/skill/c683335e-b862-44a5-9d37-fc85b39cf022,establish communication with foreign cultures,Strive to understand the cultural codes of the society where the company operates and to establish a solid communication and mutual understanding with its members.
http://data.europa.eu/esco/skill/c6f88b89-ce2c-4b8c-a133-7ee95bc48efa,teach dance,"Instruct students in the theory and practice of dance, recreationally or with the aim of assisting them in pursuing a future career in this field. Deliver correcting instructions that support difference and pay attention to ethical codes of conduct around touch, personal space, and appropriate pedagogic methods as a tool to foster participants."
http://data.europa.eu/esco/skill/c7451027-8249-405a-bb1b-342ff0f3fb3b,Salt (tools for software configuration management),"The tool Salt is a software program to perform configuration identification, control, status accounting and audit."
http://data.europa.eu/esco/skill/c753a3b5-d5cc-406d-adfe-3372bb267f4b,maintain customer records,Keep and store structured data and records about customers in accordance with customer data protection and privacy regulations.
http://data.europa.eu/esco/skill/c779cf40-506b-44b6-a366-b3bff0a5e11a,use intranet,Use a private network within an organisation to store information and improve communication and collaboration between employees.
http://data.europa.eu/esco/skill/c77ac399-de03-4136-9531-023c453006be,hazardous freight regulations,"The regulatory schemes applicable to the transportation of dangerous materials, such as IATA Dangerous Goods Regulations (DGR) for air transport, or International Maritime Dangerous Goods Code (""IMDG Code"") for transportation of hazardous materials by sea."
http://data.europa.eu/esco/skill/c7d24594-0c11-4b27-9039-fe0bb903da8e,LINQ,The computer language LINQ is a query language for retrieval of information from a database and of documents containing the needed information. It is developed by the software company Microsoft.
http://data.europa.eu/esco/skill/c82efd52-7d49-4692-bde7-3dc39311cc31,document security incidents in the store,"Prepare documentation and specific reports of the security threats, observations and incidents, such as shoplifting, that occur in the store, to be used as evidence against the offender, if required."
http://data.europa.eu/esco/skill/c87c5366-c9a9-4205-8333-4938a9c384ad,"maintain a safe, hygienic and secure working environment","Preserve health, hygiene, safety and security in the workplace in accordance with relevant regulations."
http://data.europa.eu/esco/skill/c895c0d8-40cf-4db8-a464-786a94ca7f68,operate laser plate maker machine,"Maintain and handle laser plate making equipment, which converts electronic data to plates without the use of photographic film. Use erasers and needles to perform minor deletions, additions or corrections to complete these materials."
http://data.europa.eu/esco/skill/c8bd9f9f-0ec6-447a-ab78-ad6eeeed9aa8,electrical testing methods,"Test procedures performed on electrical equipment and machinery in order to check the performance and quality of the electrical equipment and their adherence to specifications. During these tests electrical properties, such as voltage, current, resistance, capacitance, and inductance, are measured using electrical measuring equipment, such as multimeters, oscilloscopes, and voltmeters."
http://data.europa.eu/esco/skill/c8d53d69-d900-4092-af80-c5d0422bcdb3,Source (digital game creation systems),"The game engine Source which is a software framework that consists of integrated development environments and specialised design tools, designed for the rapid iteration of user-derived computer games."
http://data.europa.eu/esco/skill/c8de8023-ab8a-402b-a828-b2b57cd3b2f7,install software,"Install machine-readable instructions, such as computer programs, in order to direct the computer's processor to perform a certain set of actions."
http://data.europa.eu/esco/skill/c8fa4313-80b0-4f37-8b1b-1739707bc362,teach digital literacy,"Instruct students in the theory and practice of (basic) digital and computer competency, such as typing efficiently, working with basic online technologies, and checking email. This also includes coaching students in the proper use of computer hardware equipment and software programmes."
http://data.europa.eu/esco/skill/c95c29fe-3971-46b7-80e9-1f7e75ba99b3,use specific data analysis software,"Use specific software for data analysis, including statistics, spreadsheets, and databases. Explore possibilities in order to make reports to managers, superiors, or clients."
http://data.europa.eu/esco/skill/c97ba966-6d85-4f07-bb24-f1f08f962f6c,build a network of suppliers in tourism,Establish a widely spread network of suppliers in the tourism industry.
http://data.europa.eu/esco/skill/c9ba0570-f751-4023-9851-5a0826e722cc,interact verbally in Javanese,Communicate orally in Javanese.
http://data.europa.eu/esco/skill/c9e96450-421d-48af-9ee6-d9c50e29afc2,ICT recovery techniques,"The techniques for recovering hardware or software components and data, after failure, corruption or damage."
http://data.europa.eu/esco/skill/ca71c597-51c2-4ead-a7b0-b108bce89caf,cognitive computing,The interdisciplinary field between cognitive science and computer science that involves simulating human thinking processes through a computerised approach. It makes use of algorithms for data mining and natural language processing to imitate the functioning of the human brain.
http://data.europa.eu/esco/skill/cae4c053-05d1-413d-8499-f37793aad56e,audio editing software,"The various software for editing and generating audio, such as Adobe Audition, Soundforge, and Power Sound Editor."
http://data.europa.eu/esco/skill/cb1a2fbf-242d-4a4e-a466-588378f124c1,operate scientific measuring equipment,"Operate devices, machinery, and equipment designed for scientific measurement. Scientific equipment consists of specialised measuring instruments refined to facilitate the acquisition of data."
http://data.europa.eu/esco/skill/cb5cccc9-abe4-4b11-abe6-d27e5cd85fb1,manage standards for data exchange,Set and maintain standards for transforming data from source schemas into the necessary data structure of a result schema.
http://data.europa.eu/esco/skill/cc61f9e5-d4fc-470e-8606-1ce865ff8386,develop professional network with researchers and scientists,"Develop alliances, contacts or partnerships, and exchange information with others. Foster integrated and open collaborations where different stakeholders co-create shared value research and innovations. Develop your personal profile or brand and make yourself visible and available in face-to-face and online networking environments."
http://data.europa.eu/esco/skill/cc7370dd-69fa-4c67-a96f-d4d135d38700,data quality assessment,"The process of revealing data issues using ​quality indicators, measures and metrics in order to plan data cleansing and data enrichment strategies according to data quality criteria."
http://data.europa.eu/esco/skill/ccb2e5f2-4279-48fd-9d85-a1db42ff1e13,project configuration management,"The process for the effective management of the key project artefacts and deliverables, ensuring that the correct versions are delivered to the project requestor and allowing project managers to identify the latest state of project artefacts and be able to gather all sources, documents, and other information for the project, prevent unauthorised changes, guarantee artefacts traceability and return to previous versions. It comprises the identification of project configuration items (CIs), their attributes and status codes, the establishment of baselines, the definition of roles and responsibilities for authorised changes to CIs, and the maintenance and control of a project repository."
http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Python."
http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53,business ICT systems,"The software packages, hardware devices and new technologies used in supporting business processes such as enterprise resource planning (ERP), customer relationship management (CRM), mobile devices and network solutions."
http://data.europa.eu/esco/skill/cd4b9e72-a18d-44bd-b227-14bbdd162dc1,prepare samples for testing,"Take and prepare samples for testing, verify their representability; avoid bias and any possibility of accidental or deliberate contamination. Provide clear numbering, labelling and recording of the sample details, in order to make sure that the results can be accurately matched to the original material."
http://data.europa.eu/esco/skill/cd56a093-3400-4635-80bd-b9611dcf1542,Gamemaker Studio,"The cross-platform game engine which is written in Delphi programming language and consists of integrated development environments and specialised design tools, designed for the rapid iteration of user-derived computer games."
http://data.europa.eu/esco/skill/cd733651-f332-422e-a9a1-1b19b5e98449,use pest detection sensors,"Use wireless sensor networking technologies such as low-power image sensors, acoustic sensors or sensors for Leaf Area Index measuring to monitor and detect insect pests occurrence in crop productions."
http://data.europa.eu/esco/skill/cdfb75ab-adc3-4143-a453-b91949dcfa1f,draw sketches to develop textile articles using softwares,"Draw sketches to develop textiles or wearing apparel using softwares. They create visualisations of the motives, patterns or products in order to be manufactured."
http://data.europa.eu/esco/skill/ce26e71f-2d47-474e-89b6-7920931ac4fc,iOS,"The system software iOS consists of features, restrictions, architectures and other characteristics of operating systems designed to run on mobile devices."
http://data.europa.eu/esco/skill/ce354460-500e-4eaa-8e95-8f243fcea3db,manage system testing,"Select, perform and track testings on software or hardware to detect system defects both within the integrated system units, the inter-assemblages and the system as a whole. Organise testings such as installation testing, security testing and graphical user interface testing."
http://data.europa.eu/esco/skill/ce6242a1-a2d9-43e6-a481-ae89b9ec0460,model microelectronics,"Model and simulate microelectronic systems, products, and components using technical design software. Assess the viability of the product and examine the physical parameters to ensure a successful production process."
http://data.europa.eu/esco/skill/ce8155b2-476d-4f64-94e7-42388f2139cb,museology,"The study of the evolution of museums within societies overtime. It includes also the activities that museums carry out such as curation, preservation and public programming."
http://data.europa.eu/esco/skill/ce8ae6ca-61d8-4174-b457-641de96cbff4,automate cloud tasks,Automate manual or repeatable processes to minimize management overhead. Evaluate cloud automation alternatives for network deployments and tool-based alternatives for network operations and management.
http://data.europa.eu/esco/skill/cea46a1b-d29a-4373-8c39-e465a90756ac,collect healthcare user data under supervision,"Collect qualitative and quantitative data related to the healthcare user's physical, psychological, emotional and social status and functional ability within set parameters, monitoring healthcare user's responses and status during the performance of assigned measures/tests and taking appropriate action, including reporting the findings to the physiotherapist."
http://data.europa.eu/esco/skill/ceb175c2-fcf3-400e-833a-0a7b25131be7,handle touristic quantitative data,"Gather, process and present quantitative data in the touristic sector about attractions, events, travelling and accommodation."
http://data.europa.eu/esco/skill/ceeb2e10-f354-4e6a-8c6a-3e46b80798e5,carry out social work research,Initiate and design research to assess social problems and evaluate social work interventions. Use statistical sources to connect the individual data with more aggregated categories and interpret data relating to the social context.
http://data.europa.eu/esco/skill/cf0b92de-4bd0-46ee-b383-7765b4cbcac9,clinical coding,The matching of clinical statements with standard codes of illnesses and treatments through use of a classification system.
http://data.europa.eu/esco/skill/cf200547-25b5-47c8-9eda-bca4aedc13fb,program firmware,"Program permanent software with a read-only memory (ROM) on a hardware device, such as an integrated circuit."
http://data.europa.eu/esco/skill/cf310cff-0d28-4dbc-9dbb-cc500a3196c2,office software,"The characteristics and functioning of software programs for office tasks such as word processing, spreadsheets, presentation, email and database."
http://data.europa.eu/esco/skill/cf3e976d-2c3e-495c-a874-f9e8a66d3b48,perform backups,Implement backup procedures to backup data and systems to ensure permanent and reliable system operation. Execute data backups in order to secure information by copying and archiving to ensure integrity during system integration and after data loss occurrence.
http://data.europa.eu/esco/skill/cf532795-a1fd-43bd-8407-6e43f877e6e3,mobile device management,"The methods for managing the use of mobile devices within an organisation, while ensuring security."
http://data.europa.eu/esco/skill/cfa2be0d-96d5-4017-a866-962efb9c5070,signal processing,"The algorithms, applications and implementations that deal with the processing and transferring of information through analog or digital frequencies."
http://data.europa.eu/esco/skill/cfb8d64c-f8d7-4894-a02e-2551ab33f1d0,Canvas (learning management systems),"The Canvas network is an e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs."
http://data.europa.eu/esco/skill/d04ee340-5378-4601-8181-19da6d5cbfe0,manage website,"Provide different services related to website management such as monitoring online traffic, managing content, providing website support and making estimations and improvements to one's website."
http://data.europa.eu/esco/skill/d055b839-911d-4c93-aab1-09baba13af92,perform veterinary diagnosis,"Identify and determine the physiological status of animals and the nature and cause of diseases in animals through evaluation of patient history, clinical examination, and the selection, taking and reviewing of confirmatory imaging, laboratory and other ancillary test data."
http://data.europa.eu/esco/skill/d05d0dc5-95f6-4287-8884-f54fcfea5178,report the results of treatment,"Analyse and process information and data, and subsequently formulate the results in a written report."
http://data.europa.eu/esco/skill/d08f7568-bdd8-4073-8a86-a65673f2b242,aquatic resources biosecurity,The principles underlying the concept of biosecurity in relation to the cultivation of aquatic resources as cash crops.
http://data.europa.eu/esco/skill/d0c425c6-e3de-465e-923d-d4d30ec4be9b,national generally accepted accounting principles,The accounting standard accepted in a region or country specifying the rules and procedures to disclose financial data.
http://data.europa.eu/esco/skill/d0c6d77e-cb25-4770-bf77-2073fc5f7523,ICT infrastructure,"The system, network, hardware and software applications and components, as well as devices and processes that are used in order to develop, test, deliver, monitor, control or support ICT services."
http://data.europa.eu/esco/skill/d0f2f8a7-d935-4a6d-8e54-dcc3e5e2cbeb,present reports,"Display results, statistics and conclusions to an audience in a transparent and straightforward way."
http://data.europa.eu/esco/skill/d13ec79c-ed13-4f4a-bed7-850f3fec57ef,determine colour shades,"Determine and use the correct colour to be applied to a surface, according to requirements, by using instruments and software."
http://data.europa.eu/esco/skill/d181042e-c531-4461-af7c-4071c53418fe,type on electronic devices,Type fast and flawless on electronic devices such as computers in order to ensure a quick and accurate data entry.
http://data.europa.eu/esco/skill/d18e37a5-2cdf-4845-bb65-7c8e82e09dc5,inspect machinery,Check machine equipment for proper performance and detect faults and malfunctions. Diagnose malfunctions using testing equipment to determine the required repair.
http://data.europa.eu/esco/skill/d1920e7f-c9ef-4e48-91b9-cdb6fbb46f58,manage quality of leather throughout the production process,"Manage systems for the customer-focused organisation of leather production processes. It uses strategy, data, and effective communications to integrate the quality approach into the culture and activities of the company and also to achieve the organisation’s mission and goals."
http://data.europa.eu/esco/skill/d1a2b81b-a3b5-4e4c-958f-e361254c295e,develop assembly instructions,Develop a code of letters and numbers to label diagrams for assembly instructions.
http://data.europa.eu/esco/skill/d1a86399-24d8-415f-98b9-e8cbb6b04a26,Unity (digital game creation systems),"The game engine Unity which is a software framework that consists of integrated development environments and specialised design tools, designed for the rapid iteration of user-derived computer games."
http://data.europa.eu/esco/skill/d1e954cd-d290-4d80-97c0-7969960d2928,distributed directory information services,"The directory services that automate the network management of security, user data and distributed resources and enable access to information in a computer system's directory."
http://data.europa.eu/esco/skill/d1f435d2-e574-482c-8187-4a6c2214c683,test printed circuit boards,"Test the printed circuit board with special testing adapters to ensure optimal efficiency, functionality, and that everything works according to design. Adapt the testing devices to the type of circuit board."
http://data.europa.eu/esco/skill/d2564da5-c21f-4c02-8887-c78a001bb183,adhere to organisational code of ethics,"Adhere to organisational European and regional specific standards and code of ethics, understanding the motives of the organisation and the common agreements and apply this awareness."
